@CO	shape:(6787, 2)
@CO	dtype:float64
VALUE_0	VALUE_1
5.551115123125783e-17	-96.57060164914662
-29.705696694300396	5.551115123125783e-17
5.551115123125783e-17	-96.57060164914662
-2.469273847061082e-07	-15.21417080765642
5.551115123125783e-17	-96.57060164914662
-6.237389998942078e-08	-16.590214942790702
-3.2824507001372183e-09	-19.534978410394142
-2.1748975920221625e-07	-15.34116320054373
5.551115123125783e-17	-70.33566305834509
-7.293961973298124e-08	-16.43376800988163
5.551115123125783e-17	-87.76104128343097
5.551115123125783e-17	-96.57060164914662
5.551115123125783e-17	-84.48817345374881
-1.3966427458989017e-09	-20.381780654609422
5.551115123125783e-17	-96.57060164914662
-2.9103774945582472e-11	-23.963183313929086
-1.3859052072628941e-08	-18.09389070404073
5.551115123125783e-17	-59.19942820398548
5.551115123125783e-17	-96.57060164914662
5.551115123125783e-17	-96.57060164914662
5.551115123125783e-17	-96.57060164914662
-2.9103774945582472e-11	-23.898935220951522
-4.278231185983472e-08	-16.96718491415289
5.551115123125783e-17	-96.57060164914662
5.551115123125783e-17	-96.57060164914662
5.551115123125783e-17	-96.57060164914662
-8.853111965745342e-09	-18.541570594090054
-9.778886977951373e-09	-18.44352868686309
-5.098712507756176e-09	-19.09291021290063
-2.910382490561858e-10	-21.95211185273182
-3.349825133946993e-08	-17.211861398826752
5.551115123125783e-17	-55.230423002378586
-6.658725498764895e-08	-16.524795499348162
5.551115123125783e-17	-96.5706016490683
-2.124579567830409e-09	-19.97266504593301
5.551115123125783e-17	-96.57060164914662
5.551115123125783e-17	-75.21132913385975
-1.2755030198707829e-08	-18.176739741307703
5.551115123125783e-17	-96.57060070827295
-4.168775935564639e-09	-19.29383137975764
5.551115123125783e-17	-87.84125710361796
-5.298650479490519e-08	-16.753152903268226
5.551115123125783e-17	-96.57060164914662
-4.16350811766053e-06	-12.3891545705428
-0.0014830494785147974	-6.514396284433111
-65.94415187130329	5.551115123125783e-17
5.551115123125783e-17	-96.57060164914662
5.551115123125783e-17	-96.57060164914662
-4.352974480870131e-09	-19.252697496692324
-6.112922945611388e-10	-21.19635127372645
-3.8856062256620305e-09	-19.36918358297126
5.551115123125783e-17	-35.046586244946994
5.551115123125783e-17	-49.684177287075656
-4.468007691604825e-08	-16.923630309021135
5.551115123125783e-17	-47.328401717007466
-6.873823232833587e-09	-18.79660127190212
-8.234471438051116e-10	-20.913878988695664
-7.044231686847979e-08	-16.46853838354746
5.551115123125783e-17	-87.32012715956584
-6.4263581678325465e-09	-18.86238009403208
5.551115123125783e-17	-96.57060164914662
-17.378773455168094	-2.8354813275122126e-08
5.551115123125783e-17	-96.57060164914662
-1.690096268491814e-08	-17.89542825292468
-8.626977704428995e-08	-16.265745380910108
5.551115123125783e-17	-52.51098379915862
-3.8855124950831765e-08	-17.063739899617865
5.551115123125783e-17	-96.57060164914662
-1.6141827152704735e-08	-17.941882431919158
-2.9103774945582472e-11	-24.320340878032965
-1.9133430673168306e-08	-17.772371687492004
-4.7947263992487166e-08	-16.85321913778889
-2.033947399393554e-09	-20.00742598290414
5.551115123125783e-17	-67.02353032842761
-4.0604761275542245e-08	-17.019379510977984
5.551115123125783e-17	-55.67376036288292
-3.6569997752256e-08	-17.1237487141511
5.551115123125783e-17	-85.92709217204784
5.551115123125783e-17	-96.57060164914662
-5.8207605402316176e-11	-23.427333179770667
-5.8207605402316176e-11	-23.42387829469238
-5.8207605402316176e-11	-23.637411783083564
-8.24609941441068e-09	-18.61256334150871
5.551115123125783e-17	-96.57060164914662
-9.171799264517944e-09	-18.507940080562268
-1.4551909677251729e-10	-22.607133321302996
-4.451521762316446e-09	-19.23200491493974
5.551115123125783e-17	-96.57060164914662
-2.9103774945582472e-11	-24.301186015687442
5.551115123125783e-17	-96.57060164914662
-5.761782256863412e-07	-14.366850359115965
5.551115123125783e-17	-94.88807131772181
5.551115123125783e-17	-96.57060164914662
-1.9608561668826852e-07	-15.444660963383429
5.551115123125783e-17	-96.57060164914662
5.551115123125783e-17	-29.27781938138782
5.551115123125783e-17	-96.57060164914662
-6.516834843983688e-08	-16.546379720159
5.551115123125783e-17	-73.72297277696528
-3.036533874345437e-08	-17.310045200520666
5.551115123125783e-17	-67.55710903242239
-6.278328018582968e-08	-16.583664589135136
5.551115123125783e-17	-96.57060164914662
-5.318743473425869e-08	-16.74927908166455
5.551115123125783e-17	-96.57060164914662
5.551115123125783e-17	-60.66518817938725
-1.115360653836106e-08	-18.312440553707546
5.551115123125783e-17	-28.996565936233385
-5.417191722978387e-08	-16.731295353358973
5.551115123125783e-17	-84.9183621495522
-5.0346365076947563e-08	-16.804190899958627
5.551115123125783e-17	-28.205922030663032
-2.8345162716991723e-08	-17.3789658512611
5.551115123125783e-17	-96.57060164914662
-1.6350614812088438e-07	-15.62641702693288
5.551115123125783e-17	-96.57060164914662
5.551115123125783e-17	-53.99837457601609
-9.563239228294051e-08	-16.1626805757626
5.551115123125783e-17	-96.5705137097834
-9.604276818286905e-10	-20.765268148258656
5.551115123125783e-17	-96.57060164914662
-4.365574013398543e-10	-21.576560044126385
5.551115123125783e-17	-32.57251211206325
-2.38651393091871e-09	-19.859107142741703
-3.9581208866046325e-09	-19.344520239504746
-7.858034167806949e-09	-18.660573296248323
-1.6938429270307864e-08	-17.893678778439472
-1.4611060528135766e-08	-18.042002704836797
-1.3096723150418654e-09	-20.460501199112425
-8.149071972773925e-10	-20.919332831084812
-5.043385348235674e-08	-16.80259164067883
-1.5845038497941388e-07	-15.657851635443633
-2.386032931789295e-07	-15.248498907091513
-1.8041910326838106e-07	-15.527939696797798
-5.71567132512385e-09	-18.9784858836834
-1.1641526631578358e-10	-22.773705000927137
-3.0850059729026214e-09	-19.594032332528375
-4.714820478479709e-09	-19.172283986697494
-2.9103774945582472e-11	-24.756185080407395
-1.455191467325534e-09	-20.348150661091516
-3.4691765848915423e-08	-17.176803197076104
-9.662471656124438e-09	-18.45421809841764
-2.3632310275356616e-08	-17.560759511462795
-6.781227263052969e-08	-16.50635534429623
-5.4919290393140585e-08	-16.717418498373256
-9.022622310395079e-08	-16.22101274353261
5.551115123125783e-17	-77.29434944254604
-7.344481437726591e-05	-9.519012916103913
-5.597315728312068	-0.003714694057473822
-35.81449134069284	5.551115123125783e-17
5.551115123125783e-17	-96.57060164914662
5.551115123125783e-17	-57.07953945311515
-94.3515914825414	5.551115123125783e-17
5.551115123125783e-17	-96.57060164914662
5.551115123125783e-17	-96.57060164914662
5.551115123125783e-17	-96.57060164914662
-1.9569503545424638e-07	-15.446750676030645
-5.148532640775194e-07	-14.479406655710289
5.551115123125783e-17	-27.705277438319058
-1.4551909677251729e-10	-22.753817984620625
-2.124579567830409e-09	-19.970844475398238
-1.8510036114971484e-08	-17.804256974136404
-9.458744842927302e-09	-18.475477452841446
-3.784230575260006e-05	-10.182101611928319
-36.93736941424538	5.551115123125783e-17
5.551115123125783e-17	-31.944362672668014
-7.245762601026939e-09	-18.742866469321996
-4.973873785063532e-08	-16.81656826948804
-1.062560810449753e-06	-13.754836233164225
-94.20636444913413	5.551115123125783e-17
5.551115123125783e-17	-96.57060164914662
-2.0587121452031454e-09	-20.001449784050063
-3.8436471027636365e-06	-12.469092122531551
-94.37289843412246	5.551115123125783e-17
5.551115123125783e-17	-96.57060164914662
-6.69388044993724e-10	-21.14229136694584
-5.529727231667891e-10	-21.301028868528807
-1.4387011748606682e-08	-18.057308978814298
5.551115123125783e-17	-60.70022874979425
-8.475347257341781e-09	-18.584947284090923
-3.576229541946141e-07	-14.843784800373829
-1.073816485730461e-08	-18.348741691856254
-2.3865073806028647e-09	-19.85085096075496
-4.836440258837449e-07	-14.541927803652873
-94.37337706923255	5.551115123125783e-17
-89.91060062521544	5.551115123125783e-17
-94.37302860813121	5.551115123125783e-17
5.551115123125783e-17	-96.57060164914662
-1.2223608236716643e-09	-20.532752549215086
-3.536123921454859e-08	-17.157740435760726
-3.8307916339075376e-08	-17.077535721491923
-2.3777829427640285e-08	-17.554407880552265
-3.467849679639201e-08	-17.176917933469845
-6.776247268858171e-08	-16.507431734951453
-8.865335077157255e-09	-18.540078665911103
-1.9802485817788096e-08	-17.73761657379656
-1.1787910925153966e-08	-18.25639396223312
-7.858033668206588e-10	-20.963702129245302
-3.377777557656003e-09	-19.505879606869254
-8.207306706475848e-08	-16.315762923415456
-7.246853728215541e-09	-18.743727679169307
-2.9103774945582472e-11	-23.867130019866213
-3.7324738300092974e-09	-19.404695651718626
-1.3788240488255e-07	-15.796906777983626
-3.740116655270853e-08	-17.101526201747667
-8.119968641917552e-09	-18.62902156378881
-2.0168933134723233e-08	-17.719545718432755
-9.633367825667705e-09	-18.45847590504707
5.551115123125783e-17	-26.962634242550948
-4.389220042977371e-09	-19.24580643752232
5.551115123125783e-17	-96.57060164914662
-2.5016927363008534e-08	-17.50340759577541
-13.045142576542023	-2.160556626384924e-06
5.551115123125783e-17	-96.57060164914662
5.551115123125783e-17	-96.57060164914662
5.551115123125783e-17	-44.9613303593058
-2.2992025505708114e-09	-19.89090657895449
5.551115123125783e-17	-96.57060164914662
-6.397954716019782e-08	-16.56470209309506
5.551115123125783e-17	-64.27499074929312
5.551115123125783e-17	-96.57060164914662
5.551115123125783e-17	-64.99834881954489
5.551115123125783e-17	-96.57060057714072
-9.400537182013835e-09	-18.48389433024882
-2.328305881427184e-10	-22.199904916690734
-4.627508987109508e-09	-19.190023486633155
-2.3602865273364415e-08	-17.56246178327884
5.551115123125783e-17	-60.61565649804585
-2.7121052459389006e-08	-17.42262115709001
5.551115123125783e-17	-63.81371867058833
-2.9103774945582472e-11	-23.991192740213023
-2.9103774945582472e-11	-24.212783698634983
-1.0887994633668185e-07	-16.033034704373833
5.551115123125783e-17	-96.57060164914662
-3.339720461292828e-08	-17.214881162728926
5.551115123125783e-17	-39.57290884562396
-2.6619463855404035e-09	-19.741368982866977
5.551115123125783e-17	-26.07163736595477
-6.388329309992002e-10	-21.185339417931043
5.551115123125783e-17	-96.57060164914662
-2.328305881427184e-10	-22.12720513009402
-2.9103774945582472e-11	-23.919124132370982
-19.56796913718275	-3.1700637115328334e-09
-17.37412401669333	-2.8476821178902156e-08
-16.678520596018334	-5.709536754494593e-08
5.551115123125783e-17	-32.6027737185896
-55.784365568525274	5.551115123125783e-17
5.551115123125783e-17	-96.57060164914662
-22.503967024948306	-1.67397484762688e-10
-38.92926950382969	5.551115123125783e-17
5.551115123125783e-17	-96.57060164914662
-3.320630168612837e-07	-14.917941121616455
5.551115123125783e-17	-96.57060164914662
-7.840697535677066e-10	-20.969081908474053
5.551115123125783e-17	-96.57060164914662
-7.375376420704072e-08	-16.422613225659678
5.551115123125783e-17	-96.57060164914662
-5.8207605402316176e-11	-23.62136182419324
-8.731143585904988e-11	-23.018506515536835
5.551115123125783e-17	-31.40182824409772
5.551115123125783e-17	-96.57060164914662
-5.8207605402316176e-11	-23.620936313281888
-5.8207605402316176e-11	-23.559268637251197
-5.8207605402316176e-11	-23.57181949497222
-5.8207605402316176e-11	-23.572321301225692
-9.949929213881603e-10	-20.721383463576707
5.551115123125783e-17	-96.57060164914662
-8.774309057102414e-11	-23.177664166607396
-1.460373488804123e-10	-22.649991496502118
-1.515795822193411e-10	-22.595352348626356
-5.829287053060739e-11	-23.55441298890768
-4.309084922216044e-09	-19.261470274964722
-2.3738963363828525e-05	-10.648404827081656
-61.297136443613	5.551115123125783e-17
5.551115123125783e-17	-96.57060164914662
-1.4551909677251729e-10	-22.664971736905613
-5.422597371129712e-10	-21.323990709277997
-1.7610041203042215e-10	-22.433317761005732
5.551115123125783e-17	-96.17965237873808
-6.69388044993724e-10	-21.13403155233627
5.551115123125783e-17	-96.57060164914662
-1.3869969062163534e-09	-20.404350207250587
5.551115123125783e-17	-87.1317114363953
5.551115123125783e-17	-44.66850158987366
5.551115123125783e-17	-96.57060164914662
-6.447334333081756e-10	-21.153677941844553
-1.5682932325011834e-07	-15.668045983601447
5.551115123125783e-17	-96.56989898586443
-3.2941951944032155e-09	-19.53142586974259
-2.9103774945582472e-11	-23.972977129096204
5.551115123125783e-17	-44.683908543057115
5.551115123125783e-17	-95.04726951427911
5.551115123125783e-17	-96.57036821352868
5.551115123125783e-17	-51.36866843126229
5.551115123125783e-17	-96.57060164893048
-2.9103774945582472e-11	-24.07162822192186
-5.564337823837917e-09	-19.00737678978404
-2.3742966981377123e-08	-17.556207087040768
-1.746229771892871e-09	-20.171931422882736
-9.633389141949777e-09	-18.457400470444288
-1.5768387429115904e-08	-17.965413722146717
-8.694854231050542e-08	-16.258061634155187
-4.511093665282573e-09	-19.219441649997922
-1.74622927229251e-10	-22.550813713017426
-1.6589182805226699e-09	-20.218351748602778
-2.287954564694772e-08	-17.592906710200676
-6.788015688430349e-08	-16.505540827188085
-1.4350383364947206e-07	-15.756946777764092
-1.733920912405651e-08	-17.870408760972744
5.551115123125783e-17	-66.59295949614182
-6.402842145369902e-10	-21.166942968847966
-3.929017056147899e-09	-19.35367874240878
-6.1118043404029265e-09	-18.91303783286547
-1.6838127947504944e-08	-17.899314253452808
5.551115123125783e-17	-72.32942455463751
-40.69979252779929	5.551115123125783e-17
5.551115123125783e-17	-96.57060164914662
-68.43112234994045	5.551115123125783e-17
-94.3733770718104	5.551115123125783e-17
-94.3733770110051	5.551115123125783e-17
-94.36775669132372	5.551115123125783e-17
-94.3733770718104	5.551115123125783e-17
-92.30183133609744	5.551115123125783e-17
-90.11069841175807	5.551115123125783e-17
-94.3733770718104	5.551115123125783e-17
-94.3733770718104	5.551115123125783e-17
-94.3733770718104	5.551115123125783e-17
-94.3733770718104	5.551115123125783e-17
5.551115123125783e-17	-96.57060164914601
-94.3733770718104	5.551115123125783e-17
-94.3733770718104	5.551115123125783e-17
-94.3733770718104	5.551115123125783e-17
5.551115123125783e-17	-50.287189523732486
5.551115123125783e-17	-96.57060164914662
-94.3733770718104	5.551115123125783e-17
-94.3733770718104	5.551115123125783e-17
-94.37337707181027	5.551115123125783e-17
-91.50172616544184	5.551115123125783e-17
-94.3733770718104	5.551115123125783e-17
-94.37331037076888	5.551115123125783e-17
-94.37337707180995	5.551115123125783e-17
-91.50169744692604	5.551115123125783e-17
-94.37258694625552	5.551115123125783e-17
-1.426049793806783e-07	-15.763232829595452
-90.11069719355301	5.551115123125783e-17
-87.33665406222259	5.551115123125783e-17
5.551115123125783e-17	-96.57060164914662
5.551115123125783e-17	-96.57060164914662
-94.372106300223	5.551115123125783e-17
-94.37319165076222	5.551115123125783e-17
5.551115123125783e-17	-46.85716040427483
-94.37156748042928	5.551115123125783e-17
5.551115123125783e-17	-96.57060164914662
5.551115123125783e-17	-96.57060164914662
5.551115123125783e-17	-96.57060164914662
-1.4014384391858314e-07	-15.78053279914541
5.551115123125783e-17	-96.57060164914662
-2.7930344759230508e-08	-17.393863289536444
5.551115123125783e-17	-43.97481251826354
-1.2494393797357617e-08	-18.197681889782004
5.551115123125783e-17	-53.393247852106484
-9.738738643294553e-08	-16.14448138914133
5.551115123125783e-17	-96.57060164914662
5.551115123125783e-17	-43.42305444375668
-8.988337685256198e-09	-18.52650454254938
5.551115123125783e-17	-44.591653232887715
-9.401118938878739e-09	-18.48261908340101
5.551115123125783e-17	-26.116220188299998
-3.738696158217536e-08	-17.101954374557803
5.551115123125783e-17	-58.02444942744315
5.551115123125783e-17	-96.57060164914662
-6.212251585369089e-08	-16.594121733275472
5.551115123125783e-17	-85.8438305561886
5.551115123125783e-17	-39.064832536215995
-1.6906994004806108e-07	-15.593006682673058
5.551115123125783e-17	-50.1992516599807
-5.041646883308104e-08	-16.802723478561838
5.551115123125783e-17	-96.56182137403711
-2.1036854203071442e-08	-17.676766441971896
5.551115123125783e-17	-49.64390150818928
-6.246058392722631e-09	-18.892173554185643
-1.0223884516769033e-09	-20.70515714845347
-4.1477167367354184e-08	-16.99817148729383
5.551115123125783e-17	-96.57060164914662
-8.600636064448608e-08	-16.268950462739042
5.551115123125783e-17	-93.73566242920266
5.551115123125783e-17	-52.770013533722576
5.551115123125783e-17	-50.492132603660146
5.551115123125783e-17	-94.24979535954932
5.551115123125783e-17	-96.35834061536067
-2.2478772737644093e-07	-15.308115009253742
5.551115123125783e-17	-96.57060164914662
5.551115123125783e-17	-96.57060164914662
-10.523406430855916	-2.689975278391543e-05
5.551115123125783e-17	-96.57060164914662
-2.3156298661897168e-07	-15.278359922047843
5.551115123125783e-17	-96.57060164914661
5.551115123125783e-17	-96.57060164914662
5.551115123125783e-17	-74.84345841112797
-43.99386699392929	5.551115123125783e-17
5.551115123125783e-17	-96.57060164914662
-24.138035178110297	-2.901673346045186e-11
-36.938051347561014	5.551115123125783e-17
5.551115123125783e-17	-80.61054137153101
5.551115123125783e-17	-96.57060164914662
-5.331489139059897e-10	-21.348648901763724
-1.8505285914738323e-06	-13.200035609959876
-12.20365825325049	-5.012095300738206e-06
5.551115123125783e-17	-48.28348400904648
-3.51948786780909e-09	-19.462138033716254
-1.4939594322749272e-07	-15.716727611313908
-2.390162562315723e-08	-17.549624778205263
-8.730564465819768e-08	-16.253755842100887
-0.00010417075757879202	-9.169531094874387
-24.2232982932505	-3.293226802369986e-11
-40.309392367540696	5.551115123125783e-17
-23.61694761570196	-5.2926607541081694e-11
-1.8058559947409236e-07	-15.52700622793191
-2.605987092785256e-10	-22.07957179104573
-1.2884680711255925e-08	-18.16780273334508
-1.2126440906978786e-08	-18.22722903042895
-1.9100982073805284e-08	-17.77316115841097
-4.003836800992033e-08	-17.033683081298303
5.551115123125783e-17	-61.88509945216516
5.551115123125783e-17	-77.40292650573696
5.551115123125783e-17	-75.9777042208886
5.551115123125783e-17	-96.57060164914662
-5.714056172667625e-09	-18.979998913835956
-2.473823756954374e-09	-19.814938611102942
-1.1641526631578358e-10	-22.79962646370208
-4.365574013398543e-10	-21.551681733462516
5.551115123125783e-17	-43.761510032158576
-1.6311558270754034e-08	-17.93124739918191
-5.8620036097967176e-05	-9.74446336817666
-32.825038707792885	5.551115123125783e-17
-0.00015708138953951511	-8.758825050398613
5.551115123125783e-17	-33.81058595763318
-2.1616807788227277e-09	-19.954797717645874
-5.505872979760795e-10	-21.303438681312308
-3.60591517756248e-09	-19.443288261076674
-3.32481279730068e-08	-17.219188025057274
5.551115123125783e-17	-59.85443327434791
-4.627508987109508e-09	-19.192101619147927
-8.17817630283102e-09	-18.623447140869327
5.551115123125783e-17	-26.17958287013678
-3.3864570592179177e-09	-19.500733183366407
5.551115123125783e-17	-33.089148326599066
-9.203554973691297e-09	-18.503853323266828
5.551115123125783e-17	-61.76078178101301
-2.5902408551381484e-09	-19.774997052756195
5.551115123125783e-17	-51.57929898389433
-2.8521753292487517e-09	-19.677222746150104
-2.8812791597054854e-09	-19.66423244503092
-1.021552969993067e-08	-18.39973326283128
5.551115123125783e-17	-52.96652365532102
