@CO	shape:(6787, 6)
@CO	dtype:float64
VALUE_0	VALUE_1	VALUE_2	VALUE_3	VALUE_4	VALUE_5
0.03452951851863369	0.009968766709547123	0.016212012198897684	0.006497237517278311	0.032186226925269436	0.004831481250044009
0.18820260623215346	0.11012278001113619	0.11834711418863898	0.04044543468075402	0.2626502092582677	0.02223244294562013
0.03181468677331283	0.009296133830452741	0.016880564196997308	0.005649930231304205	0.03315424751146591	0.004837861466047882
0.03179989718521023	0.011983585792359884	0.018862289997671686	0.0057526601081339	0.04396412052618624	0.0047716668704765
0.02812089869782316	0.009732181194974258	0.014471708413707754	0.004894526073774484	0.03373979415414327	0.003749794478578229
0.1334636636659616	0.11325463000258125	0.09816809793718112	0.030439364192226624	0.32868297964499926	0.018093883845356814
0.04369548085439619	0.011986717044977432	0.021061460932165633	0.008240519619466754	0.043313250142468535	0.006109002338339444
0.07497929339632904	0.02640005340226317	0.050111445099159935	0.0112664024647581	0.09048054926858455	0.012169963676454789
0.04003422414464823	0.011796943054240049	0.0194967207891417	0.0068961294801149296	0.04181826168366619	0.0049998575727430074
0.12780477804019513	0.07175962193417394	0.07875721043622502	0.02829876576230502	0.1892799570688133	0.013854017916351453
0.04337870072981711	0.011201502712511455	0.018592736067839063	0.007880601488928848	0.044784313771098386	0.006605135698472177
0.08439963951448254	0.027293827068923273	0.03842440320008452	0.01738233245844605	0.11915563941157543	0.011330462780824576
0.030470590076971473	0.008379775642021138	0.013638310115765996	0.005351476508821971	0.030163511490117253	0.0039936359766230825
0.05726035973864041	0.01679288791755734	0.026921963911650085	0.010404208802499424	0.06474688497855571	0.008991071791368077
0.044222643500624874	0.012077365262278376	0.0201382038477971	0.007388596990031593	0.047006476054071315	0.006453255292493813
0.03368125050230323	0.010315072174084856	0.015573270764793985	0.005933874224526348	0.03719356167420485	0.00420275706739902
0.20897924451299088	0.12262005775057268	0.10890363382717051	0.0439431001817168	0.29937182424330144	0.017962986633601807
0.032654305784149004	0.00992269575101085	0.015183723794488227	0.005870292040283971	0.03188096757257121	0.004249193767229942
0.038720449365529507	0.0124472986504264	0.02080868396692951	0.007476542841123838	0.04390637074121543	0.005573028040706995
0.16906723878357563	0.03906931011534312	0.06703669434574128	0.02927165115838115	0.15065613671396932	0.024407651524936173
0.2869989010516017	0.16443083876984002	0.12377206178243201	0.05208735994977125	0.3306971961912323	0.021321138649439336
0.036962863441628385	0.010271896154717797	0.01542837126048854	0.00652997728560144	0.03633217647637967	0.0041763704065980066
0.08244461863240182	0.0364010674809494	0.045184165791319536	0.01754782387020683	0.11923321858235647	0.009595351347698941
0.17387437693499058	0.027932549746720534	0.04140833533773503	0.023315305570497134	0.08657977407518569	0.009457894432848345
0.1311437346591705	0.0144903926545794	0.021309900049015694	0.013931601712461907	0.04580740902078258	0.00569529890761098
0.03809338099142177	0.010477110952057547	0.018064061021591363	0.006274103968783205	0.036198611113406116	0.004888770157051954
0.16411355734629032	0.07491662290926347	0.09225213825527459	0.03670774715825792	0.26931247502014805	0.020469539820257236
0.04162209935251382	0.01056513579043547	0.017263664960357458	0.008133918508343538	0.036207041992567315	0.005243935310822489
0.033674140837791716	0.01232043021677529	0.019971476490774125	0.006582439074668657	0.04285080229369163	0.00611777849550321
0.03786266295012519	0.009451426806012854	0.017810487624799032	0.00628183218920801	0.04108250742208781	0.006381214892524973
0.03136312551714054	0.009092184431302231	0.014877444333622156	0.005337811610001704	0.034093997721345554	0.003912792472962338
0.2699328721803672	0.13225469514652533	0.12406379244746911	0.04929445589755868	0.30886838723695625	0.02410434008275731
0.11421520098233691	0.022342862561520224	0.039381586917949414	0.01706287463299048	0.07880317296482997	0.01623527595775567
0.04045618620418435	0.009111403028390728	0.014918229694204303	0.006523916733684583	0.033833271038247716	0.004241829979677039
0.2048224014525326	0.06711929586898269	0.08471272580368099	0.03721749129649494	0.17881237068417594	0.01834684021100763
0.034876214120173804	0.009895005359144662	0.014081766853692012	0.005860051466489005	0.03391543851945822	0.003952741727678347
0.19894040746433378	0.0850834518930723	0.0781694843564252	0.03416883149620115	0.24353680138594197	0.014027667609476466
0.06390222857052558	0.013203454754176266	0.021919528513618374	0.01005034301374756	0.04232000202746065	0.00644303350626608
0.0729531328916812	0.018480241162421664	0.03084168905326473	0.013150839408639646	0.05299687483228983	0.010797923975534446
0.12677265307998334	0.030173551858876504	0.05276716491531037	0.022771962801679424	0.09909383699395241	0.09036292244466197
0.04030582763231897	0.009080391326463249	0.017777260019024386	0.006351129289387632	0.03568730687827479	0.02921371188598267
0.1013125786654355	0.0212344976354211	0.03362920533254536	0.01710868154330343	0.07660304686290624	0.015386756841996124
0.07673148096526257	0.01737516969520497	0.030702951867863478	0.011924389840017997	0.05943888054368687	0.013406816619320779
0.16644795941447557	0.028479359895736196	0.04897770054925831	0.02814835465661795	0.11903130378575777	0.04537198217317132
0.19241970685198467	0.06265001974928813	0.08332738472024157	0.03683774648124739	0.18522002926478284	0.025427152769505877
0.054208569074571805	0.012639591631251019	0.02438674941524933	0.007992591035114918	0.04802529860741328	0.00790410372317096
0.04000376472402413	0.010282359003489705	0.0185498464638787	0.0071927126096628154	0.03397502804018328	0.005724166394403813
0.044869899826882886	0.010465235452774686	0.019302558037336926	0.00737039000512263	0.03918612890509859	0.006399819822007633
0.042016529167671665	0.012854052513678061	0.020083658303911442	0.008164356919764203	0.04079124653904596	0.007120212340196262
0.09527517919155803	0.02931853183428707	0.052333492042337997	0.017204671145604738	0.11106211342538548	0.016541149283625895
0.05183856592383215	0.01361849408603757	0.024694256973399217	0.008642728953663659	0.05340618363375804	0.009904552237708178
0.09923583259848506	0.0208425064175276	0.03402093770553912	0.016323032446548615	0.07244251535600764	0.019442524750778227
0.04559776232751206	0.012690826157650234	0.022064205833470286	0.008851637015462896	0.039141000243639104	0.007531077621335844
0.042706916052025506	0.012373079609452324	0.02034822466088752	0.007142796575025264	0.04424494976563979	0.008841238980676711
0.09796957334466713	0.01556564879314702	0.028519291866310983	0.013351127809942928	0.04998842563746249	0.009009153775466516
0.17628497501537166	0.0306058477006214	0.043265576953187036	0.024145714617822497	0.08668993792866704	0.011745227458659501
0.032248319068976086	0.01143223964832949	0.017204421392993344	0.005554718071708891	0.03532929633903076	0.004790018534060059
0.16800970627714337	0.05918328555998465	0.08286070131913759	0.03514927472401668	0.13559876655051742	0.021887137865268337
0.05310647897952646	0.01466147705447381	0.025692104762486543	0.010330305457925522	0.053838936888056264	0.023328468190127117
0.04157330749066814	0.01049227960672307	0.015865670901417796	0.007149319717720666	0.038375620811503384	0.005273369063941457
0.04918147408493676	0.011761172563170275	0.01920354459065355	0.008373917290597216	0.03738494356495207	0.005884405473065998
0.06115409183246306	0.013117264641356433	0.023917116892895718	0.01004988295351013	0.045513125279174484	0.012362833653806615
0.12345980942556596	0.02474764013997469	0.037156341446944165	0.02114668212593533	0.07887391069949017	0.01622413140815254
0.1589792823992832	0.020965972390583173	0.034621020104291064	0.02246305648915182	0.08909779694921949	0.015038531659890336
0.03715235625665842	0.013053360890514489	0.01939964325344896	0.0064903639185399185	0.043849132313588786	0.004760553896489716
0.1930232767474876	0.10519721939289588	0.10925428559247025	0.03642870438509015	0.25681544505000947	0.020542029909491125
0.034331007858054936	0.009326937516072633	0.013634159639265397	0.005761996008522523	0.029764720459339335	0.003598271415081873
0.117551582996851	0.032371187567144966	0.04152159453088239	0.02054504951449879	0.11534003226187048	0.011403113311328192
