@CO	shape:(6787,)
@CO	dtype:float64
VALUE_0
-6.818843236072565
-5.075642430957961
-6.4557223053317
-6.6196083529705305
-7.734317803674717
-5.343355741423275
-5.295203232714414
-4.333512512532937
-6.248484303389091
-6.620435320481108
-5.496057363137994
-5.306979059537902
-6.758842522512526
-5.257828724546151
-5.927669444019719
-7.02757681696146
-5.18662339690793
-6.702703471768511
-5.81987162801251
-2.1006394997463125
-3.068132678107196
-6.562564828535762
-7.144028783218227
-4.600753083065702
-5.897760383484613
-6.344218450252023
-5.820865769209656
-6.0857676941597925
-6.54382368291915
-6.486474444000075
-7.324592786455815
-5.205464264162319
-3.4159189869254707
-6.525451746170405
-5.756365810059411
-7.225797709680388
-5.191236267708311
-5.852449268459938
-4.278764220770656
-2.6995063320466404
-6.710085618080912
-3.8417202382561553
-4.400325836886606
-2.9281447668726726
-3.579557506206288
-5.499104729699596
-5.912319303080322
-6.0287432154693485
-5.671879825558176
-4.2345064690402605
-4.946016536339841
-4.643928081030586
-5.4606975833066755
-6.048315999929146
-5.046757453732372
-5.656659574833846
-6.9501322482842385
-5.08833741594329
-5.033974319450587
-8.314940018005872
-6.394385316686203
-5.301631210124258
-3.8028454315963827
-3.816093843087127
-6.565390457756466
-4.708188390848549
-7.995688844171969
-5.3891444524128085
-5.327358824022426
-4.781432235115913
-5.1281619886463705
-6.942521269584338
-7.68419971587896
-5.8809518436098305
-5.757629827601248
-5.165245592839435
-7.645676474851488
-6.848004937185846
-5.965051170447492
-6.781662336990135
-7.1607595452755595
-3.3232296882132903
-1.6017447805066303
-2.6297268988823723
-5.249648264742951
-5.721449439955107
-7.469053446392625
-5.634731601482192
-6.3259039110564235
-6.019493894142067
-6.203742367639967
-6.619800787937487
-5.175118826002893
-6.274277921873035
-6.528524183998383
-6.495990973492228
-7.575724606174981
-4.6818223529049945
-4.317797438188931
-1.7855299503754243
-6.725450029479821
-5.414591379352706
-2.5115654326057784
-3.2080560608529844
-3.4112634669109494
-2.982290125688385
-3.495858912719991
-5.692434385714077
-6.302740572987023
-4.503380610086292
-6.3569973925406345
-4.440895708406597
-4.165035345015976
-4.600041711823651
-2.7467047798964224
-4.863179068927098
-4.973816883260281
-4.968930647508628
-4.757688280989214
-5.961880862026721
-4.460338385625575
-6.068087893117292
-5.457920820793346
-5.492669120144325
-2.9295496730743458
-5.982196316173003
-6.352725396087267
-4.854097349468084
-6.308692273547789
-5.752739512258482
-4.491840463389924
-5.726947243361626
-6.373952343761248
-5.174943030966038
-6.5395820118123265
-3.9768673572524227
-5.888819104599213
-5.9585100501368595
-4.999894108846824
-8.1435519635343
-6.282225331973997
-5.250456367014722
-6.726056459226157
-3.3539777007937905
-5.810663664324619
-5.650271391332711
-8.275079971130564
-4.707457164933989
-7.087103944067255
-3.3337619682923214
-5.02243528943727
-5.826549094220772
-5.004726613480432
-5.164451268203097
-6.244677246606804
-6.338190709152723
-4.764213330070534
-4.7157987836721995
-6.117965123119308
-5.297602191868159
-5.942572478550743
-3.4508477419720034
-6.031911213979935
-3.5805971383252353
-6.3943953981553605
-1.8552385748513691
-6.571690355041694
-6.452772411361441
-6.280337196701011
-5.092666974639438
-1.414143728489359
-5.495566966957261
-5.571874862584776
-6.005541005295736
-6.175677840594405
-7.5239160448726805
-5.845235776025197
-6.866690820428041
-6.349503401257992
-7.366368084103464
-4.875095284393252
-7.139625780001742
