@CO	shape:(6787, 6)
@CO	dtype:float64
VALUE_0	VALUE_1	VALUE_2	VALUE_3	VALUE_4	VALUE_5
-0.9904168963137484	-0.4948100503241347	-0.05943530451010892	0.32711042073761853	0.10670249010834536	-0.38685774128781436
-1.9608493104609637	3.555438451562496	-0.682337399621822	-3.2438733449141304	-0.8566521383493984	1.4865199968258591
0.5857889741593092	-0.025562096923370782	-0.3257527427619355	1.0899493656977637	0.31865414697129485	-0.0062940623364736905
0.35940688621970246	0.47557589917218945	0.31492666266758396	1.4646223144331199	0.21796607810985683	-0.03986850602890273
-0.5713667944068606	-0.10234966006938075	0.25804369333589244	1.319309862130125	0.05994975135126886	-0.4811045301268898
-1.0599900321805913	4.135987246086427	-0.034570009486745226	-2.1698749676196014	-0.6174306968836601	1.3981024140497538
0.03453860848325842	-0.3040069755451324	0.09285348947228682	0.6016740632305975	0.09337613988341037	-0.38170374457785017
0.44853703091184144	1.2209921040973037	1.267263675806179	0.9759738818425113	-0.03552399979119565	0.6264205998220687
-0.40686885561049363	-0.07435807067764787	0.45317385243586444	0.5724015398687786	-0.0018464017914277446	-0.6162276385099951
-0.5532904131979233	3.242125444495895	0.5190368670395668	-2.235644667995092	-0.36384171071521726	1.1968282169465188
-0.2722187938530039	-0.440876931738385	-0.9545117938486327	0.4459417561773453	-0.3531873999663064	-0.288624115188452
0.34764661095351806	1.3951591492272462	-1.137261726227384	-0.7895285606332917	-1.0958552373600303	0.5448887552093679
0.32717222419975395	-0.38891580175714646	-0.7757784124183768	0.7069657966270826	0.13928762370317105	-0.3381002843736227
0.30763441073956654	0.8559219582385192	-1.1149923095792709	-0.32746503821221384	0.5407311487670582	0.6516088128857878
-0.48604732669439993	-0.21129607714024762	-0.13437832613988054	0.622101929137323	-0.6413970621294843	-0.02208175200451223
-0.13783699966753668	-0.28758078090052497	0.6153055251892754	0.7553056952284031	-0.1306435684594723	-0.9981057262842234
-0.501884484354893	4.430062557243137	1.022287223851301	-2.817721292632724	-1.4973008283763511	1.352462922805595
-0.18029020710134916	-0.18122660934078472	0.2584622195048388	0.2855340898525347	0.0994677734608811	-0.14893485959996622
-0.5143616622746909	0.11997364681091771	0.28145689241040034	0.5689348566982253	0.7883033498500475	-0.3535611267463621
-0.5668845880404629	0.395543621013777	1.087264151374132	-0.28425341250354097	-0.045025193323667015	-0.5343193470325646
0.8530288824342966	4.473945079012773	1.2717940139414885	-2.905291274562923	0.704037200044092	1.0722822617413532
-0.25191033964793036	-0.11149246484446523	-0.05257758493349679	0.2908251749916711	-0.17037900918487348	-0.39992970944209766
-0.20281468415828732	2.4071980367281824	-0.43706264408710715	-1.613320237601857	-1.3969275402185237	0.8244475377743278
0.5971182869929933	1.1792524220376923	0.12709787536369366	-2.5468850400652974	-0.43276883042942843	-0.20345589752223905
